atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_sector_descripcion;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
2020;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;DIOX;g;0.00
2020;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;DIOX;g;0.94
2020;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;DIOX;g;0.00
2020;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;DIOX;g;2.53
2020;Contaminantes orgánicos persistentes;10,0;Agricultura;DIOX;g;0.00
2020;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);DIOX;g;0.00
2020;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO (a);kg;0.89
2020;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO (a);kg;458.30
2020;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO (a);kg;50.04
2020;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO (a);kg;0.00
2020;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO (a);kg;0.00
2020;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO (a);kg;1.00
2020;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO (a);kg;45.74
2020;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO (a);kg;1.59
2020;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO (a);kg;0.24
2020;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO (a);kg;0.00
2020;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO (a);kg;0.00
2020;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO (b);kg;1.43
2020;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO (b);kg;441.94
2020;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO (b);kg;80.60
2020;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO (b);kg;0.00
2020;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO (b);kg;0.00
2020;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO (b);kg;0.41
2020;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO (b);kg;61.93
2020;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO (b);kg;2.52
2020;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO (b);kg;0.45
2020;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO (b);kg;0.00
2020;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO (b);kg;0.00
2020;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO (k);kg;0.45
2020;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO (k);kg;173.98
2020;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO (k);kg;25.57
2020;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO (k);kg;0.00
2020;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO (k);kg;0.00
2020;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO (k);kg;0.41
2020;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO (k);kg;52.91
2020;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO (k);kg;1.77
2020;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO (k);kg;1.00
2020;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO (k);kg;0.00
2020;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO (k);kg;0.00
2020;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;INDENO;kg;0.36
2020;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;INDENO;kg;231.86
2020;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;INDENO;kg;20.66
2020;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;INDENO;kg;0.00
2020;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;INDENO;kg;0.00
2020;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;INDENO;kg;0.41
2020;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;INDENO;kg;44.60
2020;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;INDENO;kg;3.31
2020;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;INDENO;kg;0.00
2020;Contaminantes orgánicos persistentes;10,0;Agricultura;INDENO;kg;0.00
2020;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);INDENO;kg;0.00
2020;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;HAP;kg;3.13
2020;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;HAP;kg;1306.08
2020;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;HAP;kg;176.87
2020;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;HAP;kg;70.84
2020;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HAP;kg;0.00
2020;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;HAP;kg;2.22
2020;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;HAP;kg;205.18
2020;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;HAP;kg;9.20
2020;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;HAP;kg;1.69
2020;Contaminantes orgánicos persistentes;10,0;Agricultura;HAP;kg;0.00
2020;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);HAP;kg;0.00
2020;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;PCB;kg;0.00
2020;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;PCB;kg;0.13
2020;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;PCB;kg;0.00
2020;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;PCB;kg;0.37
2020;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PCB;kg;0.00
2020;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;PCB;kg;0.00
2020;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;PCB;kg;0.19
2020;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;PCB;kg;0.00
2020;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;PCB;kg;0.01
2020;Contaminantes orgánicos persistentes;10,0;Agricultura;PCB;kg;0.00
2020;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);PCB;kg;0.00
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;SOx;t;1.64
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;SOx;t;3827.87
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;SOx;t;2536.90
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;SOx;t;17.28
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;SOx;t;0.00
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;SOx;t;1.84
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;SOx;t;43.63
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;SOx;t;2256.47
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;SOx;t;15.79
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;SOx;t;0.00
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);SOx;t;68.56
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;NOx;t;482.26
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;NOx;t;5545.13
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;NOx;t;5547.63
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;NOx;t;37.43
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;NOx;t;0.00
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;NOx;t;18.51
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;NOx;t;29909.28
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;NOx;t;45053.52
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;NOx;t;465.89
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;NOx;t;811.71
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);NOx;t;341.61
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;COVNM;t;35.73
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;COVNM;t;1443.17
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;COVNM;t;2209.88
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;COVNM;t;1672.19
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;COVNM;t;547.56
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;COVNM;t;30510.14
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;COVNM;t;4351.45
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;COVNM;t;1820.80
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;COVNM;t;514.21
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;COVNM;t;1323.49
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);COVNM;t;901.43
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;CH4;t;215.82
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;CH4;t;2145.45
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;CH4;t;3281.32
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;CH4;t;0.00
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;CH4;t;709.96
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;CH4;t;0.00
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;CH4;t;770.38
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;CH4;t;126.33
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;CH4;t;53215.49
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CH4;t;8482.08
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CH4;t;180.37
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;CO;t;707.75
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;CO;t;15506.03
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;CO;t;7089.14
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;CO;t;489.71
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;CO;t;0.00
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;CO;t;566.17
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;CO;t;41236.55
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;CO;t;9441.77
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;CO;t;2753.84
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CO;t;0.01
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CO;t;9752.49
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;CO2;kt;125.33
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;CO2;kt;5427.41
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;CO2;kt;2612.70
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;CO2;kt;745.77
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;CO2;kt;0.01
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;CO2;kt;52.29
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;CO2;kt;10890.50
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;CO2;kt;8566.62
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;CO2;kt;279.77
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CO2;kt;4.66
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CO2;kt;0.00
2019;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;N2O;t;1.97
